Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Display_Size_inch,Display_Type,RearCam,FrontCam,Battery_mAh,Processor,Warranty_Years,Specs
Redmi,REDMI Note 14 5G,"REDMI Note 14 5G (Phantom Purple, 128 GB)",15999,21916.44,27%,4.3,6,128,6.67,HD+,Not Specified,Not Specified,5110,Not Specified,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP Rear Camera; 5110 mAh Battery; 1 Year
Poco,POCO F7 5G,"POCO F7 5G (Cyber Silver Edition, 256 GB)",31999,35953.93,11%,4.4,12,256,6.83,OLED,50MP Rear Camera,20MP,7500, 8s Gen 4 Processor,0,"12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera | 20MP Front Camera; 7550 mAh Li-Polymer + Silicon Carbon Battery; 8s Gen 4 Processor; Rear Camera
-50MP Sony Main Camera
-8MP Ultra-wide Camera with night mode and ultra-wide video recording; Front camera
-20MP with Portrait Mode | | Front Video Recording | Night Mode; Display
-6.83 inch 1.5K pOLED with 120 Hz refresh rate; Battery
7550mAh, 90W charger, 22.5W reverse charging; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
Realme,realme P3 5G,"realme P3 5G (Nebula Pink, 128 GB)",15999,19998.75,20%,4.4,6,128,6.67,HD+,50MP + 2MP,16MP,6000, 6 Gen 4 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Cmf,CMF by Nothing Phone 2 Pro,"CMF by Nothing Phone 2 Pro (White, 256 GB)",20999,24998.81,16%,4.4,8,256,6.77,HD+,50MP + 50MP + 8MP,16MP,5000, Dimensity 7300 Pro 5G Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.2 cm (6.77 inch) Display; 50MP + 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7300 Pro 5G Processor; 1 Year Manufacturing Warranty
Oneplus,OnePlus Nord CE5 5G,"OnePlus Nord CE5 5G (Black Infinity, 128 GB)",24227,24976.29,3%,4.5,8,128,6.77,HD+,Not Specified,Not Specified,7100,Not Specified,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
Infinix,Infinix SMART 10,"Infinix SMART 10 (Titanium Silver, 64 GB)",6799,8946.05,24%,4.3,4,64,6.67,HD+,8MP Rear Camera,8MP,5000, UniSoc T7250 Processor,1,4 GB RAM | 64 GB ROM; 16.94 cm (6.67 inch) HD+ Display; 8MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; UniSoc T7250 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy F06 5G,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",9499,13969.12,32%,4.1,4,128,6.7,HD+,50MP + 2MP,8MP,5000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB; 17.02 cm (6.7 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Motorola,MOTOROLA g35 5G,"MOTOROLA g35 5G (Leaf Green, 128 GB)",8999,12498.61,28%,4.2,4,128,6.72,HD+,50MP + 8MP,16MP,5000, T760 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; T760 Processor; 12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology; 1 Year on Handset and 6 Months on Accessories
Iqoo,IQOO Z10X 5G,"IQOO Z10X 5G (Titanium, 128 GB)",15206,18772.84,19%,4.3,8,128,6.7,HD+,Not Specified,Not Specified,6500,Not Specified,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 6500 mAh Battery; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Oneplus,OnePlus Nord 5 5G,"OnePlus Nord 5 5G (Dry Ice, 256 GB)",34183,37981.11,10%,4.6,12,256,6.83,HD+,Not Specified,Not Specified,6800,Not Specified,1,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Velvet Green, 256 GB)",33999,37776.67,10%,4.4,8,256,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,8 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Motorola,Motorola Edge 50 Fusion,"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",20999,27998.67,25%,4.4,12,256,6.7,HD+,50MP + 13MP,32MP,5000, 7s Gen 2 Processor,1,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories
Motorola,MOTOROLA Edge 60 5G,"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)",25999,31706.1,18%,4.3,12,256,6.67,HD+,50MP + 50MP + 10MP,50MP,5500, Dimensity 7400 Processor,1,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 5500 mAh Battery; Dimensity 7400 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Motorola,Motorola G85 5G,"Motorola G85 5G (Urban Grey, 128 GB)",15999,20777.92,23%,4.4,8,128,6.67,HD+,50MP + 8MP,32MP,5000, 6s Gen 3 Processor,1,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5000 mAh Battery; 6s Gen 3 Processor; 1 Year on Handset and 6 Months on Accessories
Oneplus,OnePlus Nord CE5 5G,"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)",24200,24948.45,3%,4.5,8,128,6.77,HD+,Not Specified,Not Specified,7100,Not Specified,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
Infinix,Infinix SMART 10,"Infinix SMART 10 (Iris Blue, 64 GB)",6799,8946.05,24%,4.3,4,64,6.67,HD+,8MP Rear Camera,8MP,5000, UniSoc T7250 Processor,1,4 GB RAM | 64 GB ROM; 16.94 cm (6.67 inch) HD+ Display; 8MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; UniSoc T7250 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme C61,"realme C61 (Safari Green, 64 GB)",7699,8952.33,14%,4.4,4,64,6.745,HD+,32MP Rear Camera,5MP,5000, T612 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 32MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Motorola,MOTOROLA G96 5G,"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)",19999,22987.36,13%,4.4,8,256,6.67,HD+,50MP + 8MP,32MP,5500, 7s Gen 2 Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5500 mAh Battery; 7s Gen 2 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Oppo,OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 256 GB)",19999,24998.75,20%,4.5,8,256,6.67,HD+,50MP + 2MP,16MP,7000, Snapdragon 6 Gen 4 Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 2MP | 16MP Front Camera; 7000 mAh Battery; Snapdragon 6 Gen 4 Processor; 80W SUPERVOOC Charger; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
Oppo,OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 128 GB)",17999,22783.54,21%,4.5,8,128,6.67,HD+,50MP + 2MP,16MP,7000, Snapdragon 6 Gen 4 Processor,1,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 2MP | 16MP Front Camera; 7000 mAh Battery; Snapdragon 6 Gen 4 Processor; 80W SUPERVOOC Charger; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
Motorola,MOTOROLA Edge 50,"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",20999,32810.94,36%,4.3,8,256,6.67,HD+,50MP + 13MP + 10MP,32MP,5000, Snapdragon 7 Gen 1 Accelerated Edition Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 13MP + 10MP | 32MP Front Camera; 5000 mAh Battery; Snapdragon 7 Gen 1 Accelerated Edition Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Vivo,vivo T4x 5G,"vivo T4x 5G (Marine Blue, 256 GB)",16999,20986.42,19%,4.4,8,256,6.72,HD+,50MP + 2MP,8MP,6500, Dimensity 7300 5G Processor,1,8 GB RAM | 256 GB ROM; 17.07 cm (6.72 inch) Display; 50MP + 2MP | 8MP Front Camera; 6500 mAh Battery; Dimensity 7300 5G Processor; 1 Year Warranty for Device and 6 Months Warranty for Accessories
Vivo,vivo T4 5G,"vivo T4 5G (Emerald Blaze, 128 GB)",21999,25881.18,15%,4.5,8,128,6.77,HD+,50MP (OIS) + 2MP,32MP,7300, Snapdragon 7s Gen 3 5G Processor,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP (OIS) + 2MP | 32MP Front Camera; 7300 mAh Battery; Snapdragon 7s Gen 3 5G Processor; 1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories
Oppo,OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",12999,16881.82,23%,4.5,6,128,6.67,HD+,50MP + 2MP,8MP,6000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oppo,OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 128 GB)",17999,22783.54,21%,4.5,8,128,6.67,HD+,50MP + 2MP,16MP,7000, Snapdragon 6 Gen 4 Processor,1,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 2MP | 16MP Front Camera; 7000 mAh Battery; Snapdragon 6 Gen 4 Processor; 80W SUPERVOOC Charger; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
Iqoo,IQOO Z10X 5G,"IQOO Z10X 5G (Titanium, 256 GB)",16689,20352.44,18%,4.3,8,256,6.7,HD+,Not Specified,Not Specified,6500,Not Specified,1,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 6500 mAh Battery; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Oppo,OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",11999,15998.67,25%,4.4,4,128,6.67,HD+,50MP + 2MP,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oneplus,OnePlus 13s 5G,"OnePlus 13s 5G (Black Velvet, 256 GB)",49853.5,57907.69,9%,4.5,12,256,6.52,HD+,Not Specified,Not Specified,5850,Not Specified,1,12 GB RAM | 256 GB ROM; 16.05 cm (6.32 inch) Display; 50MP Rear Camera; 5850 mAh Battery; 1 Year Warranty
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Aquamarine, 128 GB)",18809,23220.99,19%,4.3,8,128,6.77,HD+,Not Specified,Not Specified,5700,Not Specified,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty
Motorola,Motorola g45 5G,"Motorola g45 5G (Pantone Moss, 128 GB)",11999,14998.75,20%,4.3,8,128,6.52,HD+,50MP + 2MP,16MP,5000, Snapdragon 6s Gen 3 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 50MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Snapdragon 6s Gen 3 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Realme,realme C71,"realme C71 (Obsidian Black, 128 GB)",8699,10873.75,20%,4.3,6,128,6.75,HD+,13MP Rear Camera,5MP,6300, T7250 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.14 cm (6.75 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 6300 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Motorola,Motorola Edge 50 Fusion,"Motorola Edge 50 Fusion (Forest Green, 128 GB)",18999,25674.32,26%,4.4,8,128,6.7,HD+,50MP + 13MP,32MP,5000, 7s Gen 2 Processor,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories
Tecno,Tecno Pova Curve 5G,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",15999,18822.35,15%,4.3,6,128,6.78,HD+,64MP Rear Camera,13MP,5500, Dimensity 7300 Ultimate Processor,1,6 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 64MP Rear Camera | 13MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Handset
Poco,POCO M7 Plus 5G,"POCO M7 Plus 5G (Carbon Black, 128 GB)",13499,16873.75,20%,4.2,6,128,6.9,HD+,Not Specified,Not Specified,7000, Snapdragon 6s Gen 3 5G Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.53 cm (6.9 inch) Display; 50MP AI Dual Camera; 7000 mAh Battery; Snapdragon 6s Gen 3 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Motorola,MOTOROLA G96 5G,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 128 GB)",17999,20929.07,14%,4.4,8,128,6.67,HD+,50MP + 8MP,32MP,5500, 7s Gen 2 Processor,1,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5500 mAh Battery; 7s Gen 2 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Motorola,MOTOROLA Edge 60 Fusion 5G,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",24999,27776.67,10%,4.5,12,256,6.67,HD+,50MP + 13MP,32MP,5500, Dimensity 7400 Processor,1,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 50MP + 13MP | 32MP Front Camera; 5500 mAh Battery; Dimensity 7400 Processor; 68W Charger; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Moonstone, 128 GB)",18866,23291.36,19%,4.3,8,128,6.77,HD+,Not Specified,Not Specified,5700,Not Specified,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty
Apple,Apple iPhone 13,"Apple iPhone 13 (Starlight, 128 GB)",44999,49449.45,9%,4.6,8,128,6.52,Retina,12MP + 12MP,12MP,5160, A15 Bionic Chip Processor,1,128 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.
Realme,realme 15 5G,"realme 15 5G (Flowing Silver, 128 GB)",25999,29883.91,13%,4.4,8,128,6.8,HD+,50MP + 8MP,50MP,7000, Mediatek Dimensity 7300+ 5G Processor,1,8 GB RAM | 128 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 8MP | 50MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7300+ 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme 15 5G,"realme 15 5G (Silk Pink, 128 GB)",25999,29883.91,13%,4.4,8,128,6.8,HD+,50MP + 8MP,50MP,7000, Mediatek Dimensity 7300+ 5G Processor,1,8 GB RAM | 128 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 8MP | 50MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7300+ 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme P4 5G,"realme P4 5G (Steel Grey, 256 GB)",21499,23887.78,10%,4.4,8,256,6.77,HD+,50MP + 8MP,16MP,7000, Mediatek Dimensity 7400 Processor,1,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 8MP | 16MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7400 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Vivo,vivo T4 5G,"vivo T4 5G (Phantom Grey, 256 GB)",25999,29883.91,13%,4.5,12,256,6.77,HD+,50MP (OIS) + 2MP,32MP,7300, Snapdragon 7s Gen 3 5G Processor,1,12 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP (OIS) + 2MP | 32MP Front Camera; 7300 mAh Battery; Snapdragon 7s Gen 3 5G Processor; 1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories
Poco,POCO C75 5G,"POCO C75 5G (Silver Stardust, 128 GB)",8299,11368.49,27%,4.2,4,128,6.88,HD+,50MP Rear Camera,5MP,5160, 4s Gen 2 5G Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5160 mAh Battery; 4s Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Motorola,MOTOROLA Edge 60 Fusion 5G,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",22999,25841.57,11%,4.5,8,256,6.67,HD+,50MP + 13MP,32MP,5500, Dimensity 7400 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 50MP + 13MP | 32MP Front Camera; 5500 mAh Battery; Dimensity 7400 Processor; 68W Charger; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Samsung,Samsung Galaxy F06 5G,"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",8499,12498.53,32%,4.1,4,64,6.7,HD+,50MP + 2MP,8MP,5000, Dimensity 6300 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB; 17.02 cm (6.7 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Realme,realme 15 5G,"realme 15 5G (Velvet Green, 128 GB)",25999,29883.91,13%,4.4,8,128,6.8,HD+,50MP + 8MP,50MP,7000, Mediatek Dimensity 7300+ 5G Processor,1,8 GB RAM | 128 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 8MP | 50MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7300+ 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oneplus,OnePlus Nord CE5 5G,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",28639,28928.28,1%,4.4,12,256,6.77,HD+,Not Specified,Not Specified,7100,Not Specified,1,12 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
Redmi,REDMI Note 14 5G,"REDMI Note 14 5G (Titan Black, 128 GB)",15365,21950,30%,4.3,6,128,6.67,HD+,Not Specified,Not Specified,5110,Not Specified,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP Rear Camera; 5110 mAh Battery; 1 Year
Motorola,MOTOROLA Edge 60 Fusion 5G,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",22999,25841.57,11%,4.5,8,256,6.67,HD+,50MP + 13MP,32MP,5500, Dimensity 7400 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 50MP + 13MP | 32MP Front Camera; 5500 mAh Battery; Dimensity 7400 Processor; 68W Charger; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Motorola,Motorola Edge 50 Fusion,"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",20999,27998.67,25%,4.4,12,256,6.7,HD+,50MP + 13MP,32MP,5000, 7s Gen 2 Processor,1,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories
Oneplus,OnePlus Nord 5 5G,"OnePlus Nord 5 5G (Phantom Grey, 512 GB)",37999,40859.14,7%,4.6,12,448,6.83,HD+,Not Specified,Not Specified,6800,Not Specified,1,12 GB RAM | 512 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty
Realme,realme P4 5G,"realme P4 5G (Engine Blue, 128 GB)",18499,20785.39,11%,4.4,6,128,6.77,HD+,50MP + 8MP,16MP,7000, Mediatek Dimensity 7400 Processor,1,6 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 8MP | 16MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7400 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Iqoo,IQOO Neo 10R 5G,"IQOO Neo 10R 5G (MoonKnight Titanium, 128 GB)",24999,31644.3,21%,4.4,8,128,6.78,HD+,Not Specified,Not Specified,6400,Not Specified,1,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 6400 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Dark Red, 128 GB)",13949,15498.89,10%,4.2,4,128,6.6,HD+,50MP + 2MP + 2MP,13MP,5000, Exynos 1330 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Motorola,Motorola Edge 50 Neo,"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)",19999,29849.25,33%,4.4,8,256,6.52,HD+,50MP + 13MP + 10MP,32MP,4310, Dimensity 7300 Processor,1,8 GB RAM | 256 GB ROM; 16.26 cm (6.4 inch) Super HD Display; 50MP + 13MP + 10MP | 32MP Front Camera; 4310 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Oppo,OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",12999,16881.82,23%,4.5,6,128,6.67,HD+,50MP + 2MP,8MP,6000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Motorola,MOTOROLA G96 5G,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 256 GB)",19999,22987.36,13%,4.4,8,256,6.67,HD+,50MP + 8MP,32MP,5500, 7s Gen 2 Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5500 mAh Battery; 7s Gen 2 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Motorola,Motorola Edge 50 Fusion,"Motorola Edge 50 Fusion (Forest Green, 256 GB)",20999,27998.67,25%,4.4,12,256,6.7,HD+,50MP + 13MP,32MP,5000, 7s Gen 2 Processor,1,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories
Realme,realme P4 5G,"realme P4 5G (Steel Grey, 128 GB)",19499,21908.99,11%,4.4,8,128,6.77,HD+,50MP + 8MP,16MP,7000, Mediatek Dimensity 7400 Processor,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 8MP | 16MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7400 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
